,sugar index,bake temp,chill time,calories,grams baking soda,bake time,quality,weight,chocolate,oats,peanut_butter,raisins,nuts,butter type_melted
544,18.0,540.0000000000001,56.0,183.0,0.61,8.5,7.690700873389712,13.0,1,1,0,0,0,1
545,1.0,600.0,15.0,120.0,0.41,9.5,7.196739849012428,12.8,1,0,0,0,0,1
546,1.0,600.0,15.0,120.0,0.41,9.5,7.196739849012428,12.8,1,0,0,0,0,1
547,4.4,330.0,8.0,109.0,0.47,12.4,8.015640024638065,12.2,1,1,1,0,0,1
548,1.3,340.0,32.0,98.0,0.58,11.3,8.340558177851001,13.6,1,1,0,0,0,1
549,17.55,500.0,33.0,154.0,0.43,9.0,8.350434234204426,14.4,1,1,0,0,0,1
550,8.0,480.0,41.0,162.0,0.51,9.9,7.630945212689,12.2,1,0,0,0,0,1
551,9.6,500.0,33.0,134.0,0.46,10.4,8.01691627715672,14.8,0,0,0,1,0,1
552,1.5,440.00000000000006,21.0,110.0,0.57,11.0,8.032446799689565,11.6,1,0,0,0,0,1
553,8.6,460.0,37.0,142.0,0.53,10.6,7.717314967344635,11.8,1,0,0,0,0,1
554,3.8,470.0,16.0,79.0,0.46,11.3,7.950459146621497,14.6,1,0,0,0,0,1
555,10.7,1100.0,20.0,103.0,0.41,9.0,7.6047118128783575,13.2,1,0,0,0,1,1
556,7.9,570.0,21.0,82.0,0.36,10.0,7.620921887427903,12.8,1,1,0,0,0,1
557,14.2,370.00000000000006,24.0,99.0,0.38,10.6,8.112383199412315,12.6,1,0,0,0,0,1
558,9.5,570.0,54.0,166.0,0.42,10.0,7.5119121867051675,13.8,0,0,0,1,0,1
559,1.4,390.0,36.0,122.0,0.47,11.1,8.229365264097854,13.8,0,0,0,1,0,1
560,20.3,370.00000000000006,45.0,150.0,0.38,12.3,7.965694951112797,13.6,0,0,0,1,0,1
561,2.7,430.0,46.0,153.0,0.76,11.3,8.379009376896242,10.0,1,0,0,0,0,1
562,3.5,460.0,22.0,147.0,0.31,12.0,7.5596895723722115,13.0,1,0,0,0,1,1
563,12.1,490.0,48.0,122.0,0.44,9.0,7.802796280210924,14.8,1,0,0,0,0,1
564,17.45,540.0000000000001,42.0,151.0,0.6,9.3,7.614156637677463,12.6,1,0,0,0,0,1
565,12.1,590.0,33.0,171.0,0.56,8.7,7.538993193502683,12.4,0,0,0,1,0,1
566,8.6,480.0,47.0,206.0,0.36,9.1,7.303393070286541,14.8,0,0,0,1,0,1
567,8.6,480.0,47.0,206.0,0.36,9.1,7.303393070286541,14.8,0,0,0,1,0,1
568,11.9,520.0,54.0,160.0,0.58,10.4,7.942881621340843,13.6,1,0,0,0,0,1
569,15.0,550.0,8.0,120.0,0.53,9.6,6.582786776158085,12.4,1,0,0,0,0,1
570,15.0,550.0,8.0,120.0,0.53,9.6,6.582786776158085,12.4,1,0,0,0,0,1
571,13.7,559.9999999999999,33.0,168.0,0.44,8.7,8.815016421131668,14.8,1,1,0,0,0,1
572,13.7,559.9999999999999,33.0,168.0,0.44,8.7,8.815016421131668,14.8,1,1,0,0,0,1
573,3.2,490.0,68.0,161.0,0.69,10.2,8.173878826135338,13.6,1,0,0,0,0,1
574,15.4,520.0,81.0,198.0,0.69,9.4,7.020058857602551,13.8,1,0,0,0,0,1
575,1.4,400.0,14.0,63.0,0.33,12.0,7.9571107221029616,14.0,1,0,0,0,0,1
576,6.5,440.00000000000006,28.0,100.0,0.33,10.2,8.10944446788117,13.4,1,0,0,0,0,1
577,12.9,490.0,63.0,139.0,0.45,9.1,7.792396193851998,15.8,0,0,0,1,0,1
578,11.8,410.0,32.0,193.0,0.49,10.0,7.669699653305212,14.2,0,0,0,1,0,1
579,4.6,410.0,31.0,180.0,0.74,12.2,9.061053024913726,16.0,0,0,0,1,0,1
580,12.1,559.9999999999999,68.0,210.0,0.5,9.5,7.062554692551132,14.0,1,0,0,0,1,1
581,1.1,290.0,6.0,51.0,0.48,11.2,6.570897973482857,10.6,1,0,0,0,1,1
582,6.5,290.0,26.0,87.0,0.44,12.5,8.71244871344229,10.8,1,0,0,0,0,1
583,2.5,660.0,29.0,89.0,0.42,12.7,8.092678544920096,15.0,0,0,0,1,0,1
584,1.2,300.0,27.0,80.0,0.68,10.5,7.887541158778064,15.0,1,0,0,0,0,1
585,1.8,410.0,38.0,90.0,0.98,11.9,8.434727615145311,11.4,1,0,0,0,0,1
586,4.2,370.00000000000006,69.0,144.0,0.74,10.8,8.50861474418314,11.8,1,0,0,0,0,1
587,13.5,380.0,44.0,116.0,0.48,9.2,7.591685983209183,15.2,0,0,0,1,0,1
588,1.6,400.0,26.0,114.0,0.45,11.4,8.011998500054968,11.8,1,1,0,0,0,1
589,2.2,440.00000000000006,39.0,161.0,0.43,10.4,7.822738014206745,11.0,1,0,0,0,0,1
590,5.25,380.0,44.0,145.0,0.4,11.2,8.258072867303632,12.4,0,0,0,1,0,1
591,8.0,360.00000000000006,19.0,164.0,0.46,12.2,8.237283631885466,14.0,0,0,0,1,1,1
592,5.25,380.0,44.0,145.0,0.4,11.2,8.258072867303632,12.4,0,0,0,1,0,1
593,2.3,440.00000000000006,20.0,117.0,0.41,12.7,8.322274444063678,12.0,1,0,0,0,0,1
594,17.8,590.0,23.0,124.0,0.5,10.1,7.075648363485721,11.4,1,0,0,0,0,1
595,8.9,1050.0,22.0,155.0,0.58,9.5,7.605851760199896,14.4,0,0,0,1,0,1
596,7.4,440.00000000000006,21.0,113.0,0.58,10.5,7.735008903010796,11.8,1,0,0,0,0,1
597,11.5,500.0,51.0,133.0,0.37,10.8,7.681168846122732,12.2,1,0,0,0,0,1
598,1.6,390.0,36.0,116.0,0.57,11.0,8.565776192869532,13.0,1,0,0,0,0,1
599,4.8,380.0,16.0,121.0,0.71,12.6,8.544808780559222,13.2,0,0,0,1,0,1
600,4.2,430.0,33.0,114.0,0.31,12.5,8.59940093576044,13.8,1,0,0,0,0,1
601,5.4,350.00000000000006,33.0,115.0,0.44,12.8933333333333,8.975953450532202,13.4,1,0,0,0,1,1
602,1.0,430.0,45.0,100.0,0.41,11.4,7.98176924479744,11.8,1,0,0,0,0,1
603,13.9,570.0,45.0,155.0,0.41,8.8,9.691919099779152,14.6,1,1,0,0,0,1
604,2.0,440.00000000000006,15.0,96.0,0.64,10.4,7.809099538693413,13.6,1,0,0,0,0,1
605,3.2,340.0,21.0,107.0,0.54,11.1,8.221295171912512,14.2,1,0,0,0,0,1
606,7.5,500.0,44.0,179.0,0.48,9.53333333333333,7.322277534758134,13.0,1,0,0,0,0,1
607,5.8,620.0,52.0,203.0,0.44,9.8,7.511754627861591,14.4,0,0,0,1,0,1
608,11.2,480.0,32.0,136.0,0.4,9.5,7.587114316231989,14.2,0,0,0,1,0,1
609,9.65,410.0,36.0,119.0,0.34,10.933333333333302,8.159101797702009,12.8,1,0,0,0,0,1
610,3.5,380.0,23.0,112.0,0.37,11.3666666666667,8.073444753779796,14.2,1,0,0,0,0,1
611,7.3,500.0,33.0,143.0,0.5,11.066666666666698,7.9895560341369665,11.4,0,0,0,1,0,1
612,5.0,430.0,54.0,170.0,0.52,11.0,8.054097811774312,12.0,1,0,0,0,0,1
613,1.2,390.0,34.0,97.0,0.75,11.2,8.276030943509896,14.2,1,0,0,0,0,1
614,9.5,400.0,30.0,111.0,0.31,10.8,8.158422036859568,12.6,1,0,0,0,0,1
615,15.8,570.0,39.0,167.0,0.51,9.2,7.136880376967428,12.4,1,0,0,0,0,1
616,11.8,530.0,55.0,173.0,0.6,9.8,7.58512252173814,14.8,1,0,0,0,0,1
617,11.8,530.0,55.0,173.0,0.6,9.8,7.58512252173814,14.8,1,0,0,0,0,1
618,2.2,400.0,24.0,125.0,0.48,10.5,7.830110888573147,12.4,1,0,0,0,0,1
619,17.3,470.0,37.0,118.0,0.46,8.8,8.055016284009792,13.2,1,0,0,0,0,1
620,17.3,470.0,37.0,118.0,0.46,8.8,8.055016284009792,13.2,1,0,0,0,0,1
621,6.5,470.0,28.0,123.0,0.49,9.9,7.716317915045762,12.4,1,0,0,0,0,1
622,2.8,420.0,59.5,162.0,0.47,10.8,7.75844108975337,12.2,0,0,0,1,0,1
623,2.8,430.0,17.0,67.0,0.47,13.2,8.114767459803046,13.2,0,0,0,1,0,1
624,10.9,600.0,55.0,193.0,0.44,9.4,6.802541132189935,13.8,0,0,0,1,1,1
625,9.15,510.0,25.0,166.0,0.56,11.333333333333302,7.961421967526329,13.0,1,0,0,0,0,1
626,16.4,510.0,20.0,146.0,0.54,9.1,7.41684281189386,13.4,0,0,0,1,0,1
627,16.4,510.0,20.0,146.0,0.54,9.1,7.41684281189386,13.4,0,0,0,1,0,1
628,19.3,510.0,36.0,174.0,0.5,9.0,7.08936040534436,12.0,1,0,0,0,0,1
629,2.1,420.0,35.0,100.0,0.63,10.9,8.470236431274383,12.8,1,0,0,0,0,1
630,1.0,420.0,35.0,90.0,0.49,11.3,8.24865705021763,9.4,1,1,0,0,0,1
631,1.9,360.00000000000006,37.0,110.0,0.58,12.4,8.876253525323516,11.4,1,0,0,0,0,1
632,1.2,580.0,7.0,108.0,0.58,9.55,6.885462685233567,11.6,1,0,0,0,0,1
633,4.5,530.0,17.0,126.0,0.46,9.1,7.071444230335096,11.6,0,0,0,1,1,1
634,2.0,330.0,12.0,74.0,0.65,12.5,8.312611354940094,13.4,0,0,0,1,0,1
635,1.3,610.0,14.0,100.0,0.55,9.5,7.183246568590669,13.4,1,0,0,0,0,1
636,1.1,340.0,24.0,110.0,0.4,12.5,8.131438097830504,12.2,1,0,0,0,0,1
637,9.0,510.0,28.5,259.0,0.5,8.8,6.955509282704206,12.2,1,0,0,0,1,1
638,12.7,580.0,24.0,183.0,0.42,11.7,7.838824738188773,11.6,1,1,0,0,0,1
639,1.3,559.9999999999999,35.0,121.0,0.33,11.4,8.040854082040362,11.6,1,1,0,0,0,1
640,9.1,370.00000000000006,16.0,76.0,0.54,11.1,7.385041349831176,13.8,1,0,0,0,0,1
641,14.7,470.0,51.0,183.0,0.6,10.5,7.520940645205779,12.8,1,0,0,0,1,1
642,3.9,260.0,36.0,105.0,0.58,12.75,8.373387652708482,11.4,1,0,0,0,0,1
643,9.3,400.0,22.0,110.0,0.54,10.7,7.7177780794643835,13.8,1,0,0,0,0,1
644,1.1,290.0,12.0,83.0,0.4,11.4,8.309889684312957,11.6,1,0,0,0,0,1
645,1.2,420.0,40.0,98.0,0.64,11.8,8.397066366246552,9.6,1,1,0,0,0,1
646,11.8,300.0,23.0,158.0,0.64,11.8,8.737585187955833,10.0,0,0,0,1,0,1
647,10.0,350.00000000000006,22.0,108.0,0.36,11.6,8.244394140571782,16.0,0,0,0,1,0,1
648,2.2,350.00000000000006,26.0,129.0,0.47,12.9,8.99803625006685,11.6,1,0,0,0,1,1
649,6.9,300.0,45.0,116.0,0.54,11.0,8.653196962674842,13.8,1,0,0,0,0,1
650,2.0,360.00000000000006,23.0,129.0,0.77,13.4,9.010059177188595,10.4,0,0,0,1,1,1
651,6.65,340.0,6.0,158.0,0.48,11.2,6.857508950118372,16.6,1,0,0,0,1,1
652,10.7,380.0,49.0,136.0,0.59,11.2,8.574403228178362,11.6,1,0,0,0,0,1
653,1.2,350.00000000000006,43.0,126.0,0.63,11.4,8.684729390690428,13.2,1,0,0,0,0,1
654,1.3,300.0,25.0,98.0,0.43,12.4,8.302908737864762,11.4,1,0,0,0,0,1
655,3.4,350.00000000000006,40.0,122.0,0.47,12.3,8.55494312354524,13.6,1,0,0,0,0,1
656,6.8,420.0,9.0,84.0,0.44,10.2,6.798929356108834,11.4,1,1,0,0,1,1
657,2.5,350.00000000000006,18.0,73.0,0.47,12.8,8.619226855630854,12.6,0,0,0,1,0,1
658,8.2,279.99999999999994,44.0,111.0,0.41,12.4,8.54277792155059,14.6,1,1,0,0,0,1
659,6.1,340.0,31.0,114.0,0.58,10.15,8.358525790160693,12.2,1,1,0,0,0,1
660,6.0,360.00000000000006,30.0,111.0,0.58,10.15,8.373247635070737,12.0,1,1,0,0,0,1
661,11.4,350.00000000000006,57.0,137.0,0.54,8.9,7.619267221934856,13.2,1,0,0,0,0,1
662,0.7,270.00000000000006,15.0,66.0,0.31,11.8,7.880906684598206,13.6,0,0,0,1,0,1
663,10.4,620.0,23.0,114.0,0.49,10.5,7.71927457640701,14.4,1,0,0,0,0,1
664,12.5,350.00000000000006,18.0,156.0,0.36,9.0,7.785407783033509,13.4,1,1,0,0,0,1
665,12.5,350.00000000000006,18.0,156.0,0.36,9.0,7.785407783033509,13.4,1,1,0,0,0,1
666,7.6,440.00000000000006,34.0,144.0,0.38,10.1,7.469052746411866,12.8,1,1,0,0,1,1
667,1.4,370.00000000000006,36.0,83.0,0.42,10.9,8.236194664176205,11.8,1,1,0,0,0,1
668,12.55,510.0,31.0,115.0,0.38,10.8,8.174003317837332,11.2,1,0,0,0,0,1
669,2.6,330.0,10.0,69.0,0.59,10.8,7.622088447415219,11.0,0,0,0,1,0,1
670,1.3,440.00000000000006,18.0,93.0,0.56,12.25,8.250069267528483,13.2,1,0,0,0,0,1
671,10.7,360.00000000000006,27.0,98.0,0.52,10.2,8.347587404277357,12.2,0,0,0,1,0,1
672,1.7,420.0,14.0,61.0,0.54,10.8,7.714307624029742,12.0,1,1,0,0,0,1
673,3.6,350.00000000000006,36.0,133.0,0.46,10.8,8.281864777099726,12.0,1,0,0,0,0,1
674,2.9,470.0,289.0,440.0,0.64,10.5,6.527273549573424,12.2,1,0,0,0,0,1
675,1.3,350.00000000000006,40.0,78.0,0.64,12.1,8.066973066543405,10.2,1,0,0,0,0,1
676,2.2,270.00000000000006,21.0,92.0,0.48,12.4,8.64839582046545,13.2,1,0,0,0,0,1
677,3.5,350.00000000000006,38.0,111.0,0.47,13.6,8.671456466994405,12.0,0,0,0,1,0,1
678,13.0,470.0,69.0,160.0,0.5,9.6,7.83869612772612,13.6,1,0,0,0,0,1
679,2.0,340.0,31.0,102.0,0.56,12.3,8.622088433333841,11.8,1,0,0,0,0,1
680,12.1,450.0,38.0,127.0,0.53,8.9,7.695058399378885,13.4,0,0,0,1,0,1
681,1.1,390.0,45.0,126.0,0.45,11.6,8.139280158280886,12.0,1,0,0,0,0,1
682,0.9,330.0,9.0,65.0,0.35,12.1,7.423613857981197,12.0,0,0,0,1,0,1
683,10.9,510.0,37.0,131.0,0.62,9.5,7.766639217161696,13.2,1,0,0,0,0,1
684,3.2,410.0,18.0,120.0,0.94,13.7,7.90148781903549,12.4,0,1,0,0,1,1
685,3.7,310.0,38.0,122.0,0.63,11.2,8.319989366577358,11.6,0,0,0,1,0,1
686,5.1,260.0,17.0,113.0,0.67,12.4,8.19331575421225,11.4,1,0,0,0,1,1
687,1.0,1270.0,63.0,178.0,0.45,9.7,7.087296573632135,11.6,0,0,0,1,0,1
688,1.3,430.0,18.0,131.0,0.45,11.0,7.978786485197702,14.0,1,0,0,0,0,1
689,10.3,420.0,54.0,140.0,0.47,9.2,7.554889039303684,12.8,1,0,0,0,0,1
690,10.3,420.0,54.0,140.0,0.47,9.2,7.554889039303684,12.8,1,0,0,0,0,1
691,1.1,350.00000000000006,40.0,102.0,0.56,10.6,8.254044702774936,11.2,1,0,0,0,0,1
692,7.4,380.0,28.0,114.0,0.51,11.0,8.39791629929396,10.6,1,0,0,0,0,1
693,8.9,550.0,52.0,164.0,0.48,9.6,7.221856104296613,12.8,0,0,0,1,0,1
694,3.9,410.0,22.0,79.0,0.59,12.066666666666698,8.425015881050156,12.4,0,0,0,1,0,1
695,1.4,310.0,3.0,60.0,0.38,13.0,7.227116266922475,10.6,1,1,0,0,1,1
696,10.1,320.0,8.0,81.0,0.51,9.8,7.2868435187356955,13.2,1,0,0,0,0,1
697,1.9,150.0,20.0,98.0,0.55,12.05,7.991130116987518,10.0,1,0,0,0,0,1
698,2.5,380.0,34.0,117.0,0.59,11.6,8.60272036186654,12.4,0,0,0,1,0,1
699,0.8,320.0,12.0,82.0,0.36,8.8,6.312087679689978,11.8,0,0,0,1,1,1
700,8.1,460.0,68.0,170.0,0.5,9.53333333333333,7.582640473780003,13.2,0,0,0,1,0,1
701,1.9,350.00000000000006,60.0,148.0,0.35,11.5,8.373407224741557,9.8,1,0,0,0,1,1
702,8.1,460.0,68.0,170.0,0.5,9.55,7.582640473780003,13.2,0,0,0,1,0,1
703,5.7,279.99999999999994,45.0,121.0,1.08,12.15,8.536289435490954,12.4,1,0,0,0,0,1
704,2.2,360.00000000000006,25.0,100.0,0.44,11.8,8.58166858236165,12.2,0,0,0,1,0,1
705,1.1,220.00000000000003,20.0,110.0,0.38,12.8,8.679569897822379,11.0,1,0,0,0,0,1
706,3.8,1760.0000000000002,52.0,145.0,0.88,9.2,5.097305698598011,17.8,1,1,0,0,1,0
707,1.8,800.0,4.0,11.0,0.59,9.5,5.27868331156671,15.2,1,0,0,0,1,0
708,2.4,890.0000000000001,17.0,82.0,0.54,10.1,5.5013706725202,13.4,1,1,0,0,1,0
709,2.1,680.0,6.0,14.0,0.64,9.4,5.140152241062782,13.2,0,0,0,1,1,0
710,2.1,840.0,11.0,50.0,0.61,10.2,5.498813889251795,16.6,1,1,0,0,1,0
711,2.4,670.0,10.0,42.0,0.59,9.5,5.405478740076406,17.6,1,1,0,0,1,0
712,1.6,890.0000000000001,14.0,37.0,0.56,9.2,5.101284917240875,14.0,1,0,0,0,1,0
713,1.8,690.0000000000001,26.0,120.0,0.53,9.3,5.0575810291547345,15.6,0,0,0,1,1,0
714,2.0,1010.0,13.0,49.0,0.57,11.0,5.245156973840698,17.4,1,1,0,0,1,0
715,2.6,730.0,29.0,63.0,0.58,10.5,5.625378476024233,15.4,1,0,0,0,1,0
716,2.4,980.0,5.0,16.0,0.6,10.1,5.348850241174497,13.8,0,0,0,1,0,0
717,1.7,620.0,9.0,30.0,0.53,9.5,5.283072724107936,14.8,1,0,0,0,0,0
718,4.5,1070.0,5.0,13.0,0.83,11.5,6.571416297703517,20.6,1,0,0,0,1,0
719,2.0,610.0,7.0,15.0,0.62,9.5,5.7832497932144635,21.4,1,0,0,0,1,0
720,3.2,660.0,21.0,114.0,0.54,9.4,5.051759906520322,16.0,0,0,0,1,1,0
721,2.4,660.0,10.0,21.0,1.18,9.2,6.091848963375384,24.4,0,0,0,1,0,0
722,3.0,930.0,6.0,15.0,0.93,12.0,6.54009916305008,27.6,1,0,0,0,1,0
723,2.95,1160.0,12.0,29.0,0.75,11.7,6.509036631109951,21.0,1,0,0,0,1,0
724,2.0,1119.9999999999998,13.0,95.0,0.54,9.1,5.17588114965185,16.8,1,1,0,0,1,0
725,2.6,869.9999999999999,13.0,49.0,0.65,11.0,5.90941228919442,23.0,0,0,0,1,1,0
726,3.7,1739.9999999999998,6.0,16.0,0.7,11.3,6.018796114770228,20.8,0,0,0,1,0,0
727,3.2,760.0,22.0,54.0,0.89,9.9,5.637066518202255,20.8,1,0,0,0,1,0
728,2.2,720.0000000000001,6.0,29.0,0.82,9.8,6.249143433391144,25.2,0,0,0,1,0,0
729,1.2,700.0000000000001,36.0,48.0,0.58,9.8,5.300446569794352,17.4,1,0,1,0,0,0
730,15.5,690.0000000000001,6.0,23.0,0.66,9.2,5.98383957308321,21.2,1,0,0,0,0,0
731,3.0,859.9999999999999,23.0,81.0,0.74,11.6,6.345569874938795,17.4,1,1,0,0,1,0
732,1.9,780.0,6.0,24.0,1.04,10.9,6.400872224388949,21.0,1,0,0,0,0,0
733,4.6,730.0,19.0,43.0,0.61,9.5,5.653661186175311,24.8,1,0,0,0,1,0
734,6.3,640.0,5.0,17.0,0.73,11.0,6.745699413352482,19.0,1,0,0,0,1,0
735,3.3,920.0,26.0,52.0,0.53,10.5,5.46040967802109,17.6,1,0,0,0,1,0
736,2.2,790.0,14.0,28.0,0.93,9.8,5.736390894333989,23.0,0,0,0,1,0,0
737,2.3,709.9999999999999,16.0,40.0,0.62,9.4,5.2520088215985945,19.8,0,0,0,1,1,0
738,2.1,709.9999999999999,5.0,19.0,0.62,10.8,5.781278077837362,23.6,0,0,0,1,0,0
739,2.6,780.0,21.0,77.0,0.51,9.8,5.149540275760765,19.8,0,1,0,0,1,0
740,2.7,840.0,15.0,48.0,0.59,10.0,5.647355019976543,15.2,1,0,0,0,1,0
741,2.5,920.0,33.0,88.0,0.52,9.2,5.089899002051695,17.6,1,0,0,0,1,0
742,2.4,120.0,36.0,100.0,0.39,11.7,6.720434892024535,13.4,1,0,0,0,0,0
743,1.7,620.0,26.0,42.0,0.83,10.6,6.521924074272558,19.8,1,0,0,0,0,0
744,2.1,680.0,30.0,35.0,0.65,11.4,6.3391602748723495,15.2,0,1,0,0,1,0
745,2.3,910.0,10.0,23.0,0.56,10.5,5.4867535681492425,19.2,1,0,0,0,1,0
746,1.7,970.0,19.0,27.0,0.49,9.4,5.214650025541902,15.4,0,0,0,1,0,0
747,2.2,869.9999999999999,3.0,11.0,0.63,12.8,6.646692845867645,11.2,1,1,0,0,1,0
748,2.8,1160.0,26.0,55.0,0.68,10.9,5.766790955902033,19.2,0,0,0,1,1,0
749,2.2,750.0,14.0,27.0,0.84,11.4,6.671544451661044,21.0,0,0,0,1,0,0
750,2.2,680.0,12.0,28.0,0.75,12.6,6.9790265438463,17.8,0,0,0,1,0,0
751,1.8,930.0,9.0,15.0,0.58,11.0,5.659097114505824,14.6,0,0,0,1,1,0
752,2.4,750.0,6.0,17.0,0.63,11.8,6.571105571429348,20.4,1,0,0,0,0,0
753,2.2,600.0,3.0,10.0,0.83,10.9,6.713671428377397,22.2,0,0,0,1,0,0
754,8.1,980.0,30.0,92.0,0.58,9.2,5.123291295653858,15.0,0,1,0,0,1,0
755,1.4,470.0,3.0,8.0,0.51,11.8,6.806631319952892,20.6,1,0,0,0,0,0
756,1.8,740.0000000000001,40.0,64.0,0.49,9.6,5.082710290664612,13.6,1,0,0,0,1,0
757,2.5,910.0,15.0,21.0,0.6,11.3,5.798126728321322,14.0,1,1,0,0,1,0
758,1.8,1780.0000000000002,6.0,21.0,0.87,9.8,5.667026619561513,15.6,0,0,0,1,1,0
759,2.2,1000.0,50.0,63.0,0.68,11.4,6.009487591215558,13.2,0,0,0,1,1,0
760,1.75,709.9999999999999,45.0,88.0,0.76,11.8,6.67571066574136,17.0,1,1,0,0,0,0
761,2.5,680.0,41.0,54.0,0.86,10.5,6.055758711783486,20.4,1,0,0,0,1,0
762,2.1,740.0000000000001,24.0,44.0,0.85,11.0,6.659232118500615,14.4,0,0,0,1,0,0
763,1.9,709.9999999999999,5.0,13.0,0.75,10.5,6.095390222103516,19.2,0,0,0,1,0,0
764,2.1,750.0,19.0,66.0,0.64,9.5,5.39102921064643,15.2,1,0,0,0,1,0
765,2.6,740.0000000000001,48.0,90.0,0.62,10.8,5.68332371330809,15.6,1,0,1,0,0,0
766,2.7,1230.0000000000002,15.0,33.0,0.63,11.3,5.861473927147424,13.6,1,1,0,0,1,0
767,1.7,770.0,18.0,34.0,0.6,10.6,5.810064981972557,13.4,1,0,0,0,1,0
768,1.7,840.0,13.0,31.0,0.54,10.5,5.651455628138524,15.0,0,0,0,1,1,0
769,2.0,830.0,13.0,100.0,0.52,9.9,5.039105997794769,14.4,0,0,0,1,1,0
770,2.0,520.0,6.0,24.0,0.82,11.9,6.997503332776393,15.2,0,0,0,1,0,0
771,2.2,770.0,3.0,15.0,0.78,9.6,5.290729787278561,20.0,0,0,0,1,0,0
772,15.4,2140.0,55.0,95.0,0.77,9.0,5.934587298802524,20.4,0,0,0,1,1,0
773,1.7,520.0,3.0,8.0,0.47,10.3,4.664543065685151,14.0,0,0,0,1,1,0
774,1.9,780.0,18.0,30.0,0.75,9.8,5.564152939989888,13.8,1,1,0,0,1,0
775,5.2,940.0,19.0,98.0,0.52,9.6,5.391640669238913,14.8,0,1,0,0,1,0
776,2.1,600.0,6.0,13.0,0.61,10.0,5.21979705902047,12.4,0,1,0,0,1,0
777,2.3,670.0,19.0,32.0,0.57,11.0,5.456967263228153,13.4,0,0,1,0,0,0
778,13.8,2050.0,48.0,82.0,0.75,8.8,5.235258699757915,19.8,0,0,0,1,1,0
